unit_nr,time_cycles,op_setting_1,op_setting_2,op_setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
1,20,0.0024,-0.0002,100.0,518.67,643.6,1595.28,1416.31,14.62,21.61,555.9,2388.05,9040.2,1.3,47.92,527.9,2388.05,8114.05,8.5,0.03,396,2388,100.0,38.15,23.66
1,21,-0.0006,0.0001,100.0,518.67,643.5,1594.65,1416.99,14.62,21.61,555.84,2388.04,9040.76,1.3,47.83,528.15,2388.04,8113.7,8.49,0.03,395,2388,100.0,38.12,23.64
1,22,0.0016,-0.0001,100.0,518.67,643.77,1596.03,1418.05,14.62,21.61,556.03,2388.05,9039.84,1.3,47.98,528.52,2388.05,8111.88,8.51,0.03,397,2388,100.0,38.08,23.69
1,23,-0.001,0.0002,100.0,518.67,643.7149999999999,1595.746730769231,1419.3284615384614,14.62,21.61,556.0138461538462,2388.04,9040.33,1.3,47.85769230769231,529.0707692307692,2388.04,8111.4,8.496153846153845,0.03,396,2388,100.0,38.022499999999994,23.67
1,24,0.002,-0.0003,100.0,518.67,644.02,1597.5534615384618,1420.936923076923,14.62,21.61,556.2576923076923,2388.05,9039.5,1.3,47.98538461538462,529.6215384615385,2388.06,8109.66,8.512307692307692,0.03,397,2388,100.0,37.945,23.72
1,25,0.0008,0.0,100.0,518.67,644.185,1598.2301923076923,1422.0653846153846,14.62,21.61,556.3915384615385,2388.04,9039.1,1.3,48.003076923076925,530.1723076923076,2388.03,8108.88,8.518461538461537,0.03,398,2388,100.0,37.897499999999994,23.74
1,26,-0.0017,0.0003,100.0,518.67,644.12,1597.946923076923,1423.493846153846,14.62,21.61,556.3353846153847,2388.04,9039.72,1.3,47.860769230769236,530.663076923077,2388.04,8108.4,8.494615384615384,0.03,397,2388,100.0,37.84,23.71
1,27,0.0013,-0.0001,100.0,518.67,644.435,1599.633653846154,1425.0923076923077,14.62,21.61,556.5792307692308,2388.05,9038.9,1.3,47.98846153846154,531.1938461538462,2388.05,8106.75,8.520769230769229,0.03,398,2388,100.0,37.762499999999996,23.77
1,28,-0.0008,0.0002,100.0,518.67,644.38,1599.4303846153848,1426.3507692307692,14.62,21.61,556.5630769230769,2388.04,9039.32,1.3,47.87615384615385,531.7046153846154,2388.04,8106.2,8.506923076923076,0.03,397,2388,100.0,37.715,23.75
1,29,0.0019,-0.0002,100.0,518.67,644.685,1601.0671153846154,1427.9392307692308,14.62,21.61,556.796923076923,2388.05,9038.5,1.3,48.00384615384615,532.2753846153846,2388.06,8104.62,8.523076923076923,0.03,399,2388,100.0,37.6475,23.8
1,30,-0.0012,0.0001,100.0,518.67,644.64,1600.793846153846,1429.2076923076922,14.62,21.61,556.7907692307692,2388.04,9038.96,1.3,47.88153846153846,532.7461538461538,2388.04,8104.1,8.509230769230768,0.03,398,2388,100.0,37.59,23.78
1,31,0.0022,-0.0003,100.0,518.67,644.955,1602.410576923077,1430.7961538461536,14.62,21.61,557.0346153846153,2388.05,9038.2,1.3,48.00923076923077,533.296923076923,2388.05,8102.6,8.525384615384617,0.03,399,2388,100.0,37.512499999999996,23.83
1,32,0.0005,0.0,100.0,518.67,645.0999999999999,1603.0673076923076,1431.9846153846154,14.62,21.61,557.1584615384616,2388.04,9037.88,1.3,48.026923076923076,533.8076923076924,2388.03,8101.88,8.531538461538462,0.03,400,2388,100.0,37.455,23.85
1,33,-0.0018,0.0002,100.0,518.67,645.035,1602.7640384615383,1433.393076923077,14.62,21.61,557.1123076923077,2388.04,9038.42,1.3,47.894615384615385,534.2984615384615,2388.04,8101.44,8.507692307692308,0.03,399,2388,100.0,37.3975,23.82
1,34,0.0014,-0.0001,100.0,518.67,645.3399999999999,1604.3407692307692,1434.9915384615385,14.62,21.61,557.3461538461539,2388.05,9037.63,1.3,48.02230769230769,534.8692307692309,2388.05,8099.98,8.533846153846154,0.03,400,2388,100.0,37.33,23.88
1,35,-0.0009,0.0001,100.0,518.67,645.2950000000001,1604.1975,1436.25,14.62,21.61,557.34,2388.04,9038.01,1.3,47.9,535.36,2388.04,8099.55,8.52,0.03,399,2388,100.0,37.2725,23.86
