unit_nr,time_cycles,op_setting_1,op_setting_2,op_setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
1,20,0.0024,-0.0002,100.0,518.67,643.6,1595.28,1416.31,14.62,21.61,555.9,2388.05,9040.2,1.3,47.92,527.9,2388.05,8114.05,8.5,0.03,396,2388,100.0,38.15,23.66
1,21,-0.0006,0.0001,100.0,518.67,643.5,1594.65,1416.99,14.62,21.61,555.84,2388.04,9040.76,1.3,47.83,528.15,2388.04,8113.7,8.49,0.03,395,2388,100.0,38.12,23.64
1,22,0.0016,-0.0001,100.0,518.67,643.77,1596.03,1418.05,14.62,21.61,556.03,2388.05,9039.84,1.3,47.98,528.52,2388.05,8111.88,8.51,0.03,397,2388,100.0,38.08,23.69
1,23,-0.001,0.0002,100.0,518.67,643.66,1595.41,1418.78,14.62,21.61,555.96,2388.04,9040.33,1.3,47.88,528.86,2388.04,8111.4,8.5,0.03,396,2388,100.0,38.05,23.67
1,24,0.002,-0.0003,100.0,518.67,643.91,1596.88,1419.84,14.62,21.61,556.15,2388.05,9039.5,1.3,48.03,529.2,2388.06,8109.66,8.52,0.03,397,2388,100.0,38.0,23.72
1,25,0.0008,0.0,100.0,518.67,644.02,1597.22,1420.42,14.62,21.61,556.23,2388.04,9039.1,1.3,48.07,529.54,2388.03,8108.88,8.53,0.03,398,2388,100.0,37.98,23.74
1,26,-0.0017,0.0003,100.0,518.67,643.9,1596.6,1421.3,14.62,21.61,556.12,2388.04,9039.72,1.3,47.95,529.82,2388.04,8108.4,8.51,0.03,397,2388,100.0,37.95,23.71
1,27,0.0013,-0.0001,100.0,518.67,644.16,1597.95,1422.35,14.62,21.61,556.31,2388.05,9038.9,1.3,48.1,530.14,2388.05,8106.75,8.54,0.03,398,2388,100.0,37.9,23.77
1,28,-0.0008,0.0002,100.0,518.67,644.05,1597.41,1423.06,14.62,21.61,556.24,2388.04,9039.32,1.3,48.01,530.44,2388.04,8106.2,8.53,0.03,397,2388,100.0,37.88,23.75
1,29,0.0019,-0.0002,100.0,518.67,644.3,1598.71,1424.1,14.62,21.61,556.42,2388.05,9038.5,1.3,48.16,530.8,2388.06,8104.62,8.55,0.03,399,2388,100.0,37.84,23.8
1,30,-0.0012,0.0001,100.0,518.67,644.2,1598.1,1424.82,14.62,21.61,556.36,2388.04,9038.96,1.3,48.06,531.06,2388.04,8104.1,8.54,0.03,398,2388,100.0,37.81,23.78
1,31,0.0022,-0.0003,100.0,518.67,644.46,1599.38,1425.86,14.62,21.61,556.55,2388.05,9038.2,1.3,48.21,531.4,2388.05,8102.6,8.56,0.03,399,2388,100.0,37.76,23.83
1,32,0.0005,0.0,100.0,518.67,644.55,1599.7,1426.5,14.62,21.61,556.62,2388.04,9037.88,1.3,48.25,531.7,2388.03,8101.88,8.57,0.03,400,2388,100.0,37.73,23.85
1,33,-0.0018,0.0002,100.0,518.67,644.43,1599.06,1427.36,14.62,21.61,556.52,2388.04,9038.42,1.3,48.14,531.98,2388.04,8101.44,8.55,0.03,399,2388,100.0,37.7,23.82
1,34,0.0014,-0.0001,100.0,518.67,644.68,1600.3,1428.41,14.62,21.61,556.7,2388.05,9037.63,1.3,48.29,532.34,2388.05,8099.98,8.58,0.03,400,2388,100.0,37.66,23.88
1,35,-0.0009,0.0001,100.0,518.67,644.58,1599.82,1429.12,14.62,21.61,556.64,2388.04,9038.01,1.3,48.19,532.62,2388.04,8099.55,8.57,0.03,399,2388,100.0,37.63,23.86
