unit_nr,time_cycles,op_setting_1,op_setting_2,op_setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
11,28,-0.0008,0.0002,100.0,518.67,644.05,1597.41,1423.06,14.62,21.61,556.24,2388.04,9039.32,1.3,48.01,530.44,2388.04,8106.2,8.53,0.03,397.0,2388.0,100.0,37.88,23.75
11,29,0.0019,-0.0002,100.0,518.67,644.3,1598.71,1424.1,14.62,21.61,556.42,2388.05,9038.5,1.3,48.16,530.8,2388.06,8104.62,8.55,0.03,399.0,2388.0,100.0,37.84,23.8
11,30,-0.0012,0.0001,100.0,518.67,644.2,1598.1,1424.82,14.62,21.61,556.36,2388.04,9038.96,1.3,48.06,531.06,2388.04,8104.1,8.54,0.03,398.0,2388.0,100.0,37.81,23.78
11,31,0.0022,-0.0003,100.0,518.67,644.46,1599.38,1425.86,14.62,21.61,556.55,2388.05,9038.2,1.3,48.21,531.4,2388.05,8102.6,8.56,0.03,399.0,2388.0,100.0,37.76,23.83
11,32,0.0005,0.0,100.0,518.67,644.55,1599.7,1426.5,14.62,21.61,556.62,2388.04,9037.88,1.3,48.25,531.7,2388.03,8101.88,8.57,0.03,400.0,2388.0,100.0,37.73,23.85
11,33,-0.0018,0.0002,100.0,518.67,644.43,1599.06,1427.36,14.62,21.61,556.52,2388.04,9038.42,1.3,48.14,531.98,2388.04,8101.44,8.55,0.03,399.0,2388.0,100.0,37.7,23.82
11,34,0.0014,-0.0001,100.0,518.67,644.68,1600.3,1428.41,14.62,21.61,556.7,2388.05,9037.63,1.3,48.29,532.34,2388.05,8099.98,8.58,0.03,400.0,2388.0,100.0,37.66,23.88
11,35,-0.0009,0.0001,100.0,518.67,644.58,1599.82,1429.12,14.62,21.61,556.64,2388.04,9038.01,1.3,48.19,532.62,2388.04,8099.55,8.57,0.03,399.0,2388.0,100.0,37.63,23.86
12,1,-0.0004,-0.0006,100.0,519.7073399999999,643.10364,1592.8794,1403.4012,14.64924,21.65322,555.0078,2392.83612,9064.28238,1.3026,47.56494,522.70332,2392.79604,8154.89724,8.43684,0.03006,392.784,2392.776,100.2,39.13812,23.46684
12,2,0.0022,-0.0005,100.0,519.7073399999999,643.4343,1595.00364,1405.94628,14.64924,21.65322,555.4286400000001,2392.84614,9063.98178,1.3026,47.58498,523.32456,2392.84614,8147.75298,8.44686,0.03006,392.784,2392.776,100.2,39.078,23.46684
12,3,0.0046,-0.0001,100.0,519.7073399999999,643.6347000000001,1591.16598,1407.0084,14.64924,21.65322,555.62904,2392.8060600000003,9068.22024,1.3026,47.364540000000005,523.46484,2392.8060600000003,8149.496459999999,8.4168,0.03006,390.78,2392.776,100.2,39.0279,23.38668
12,4,0.001,-0.0002,100.0,519.7073399999999,643.4844,1585.95558,1404.67374,14.64924,21.65322,555.5589,2392.81608,9067.43868,1.3026,47.22426,523.90572,2392.79604,8149.175819999999,8.39676,0.03006,392.784,2392.776,100.2,38.95776,23.41674
12,5,-0.0016,0.0,100.0,519.7073399999999,643.26396,1592.29824,1405.21482,14.64924,21.65322,555.2082,2392.8261,9066.8475,1.3026,47.37456,524.15622,2392.8261,8150.48844,8.406780000000001,0.03006,391.782,2392.776,100.2,38.89764,23.396700000000003
12,6,0.0024,-0.0003,100.0,519.7073399999999,643.6848,1593.29022,1406.4072,14.64924,21.65322,555.82944,2392.8060600000003,9065.1942,1.3026,47.51484,524.48688,2392.81608,8148.22392,8.42682,0.03006,392.784,2392.776,100.2,38.85756,23.4468
12,7,-0.0001,9.999999999999996e-05,100.0,519.7073399999999,643.84512,1591.8273000000002,1407.99036,14.64924,21.65322,556.08996,2392.8261,9063.4908,1.3026,47.444700000000005,524.8475999999999,2392.83612,8146.3602,8.42682,0.03006,393.786,2392.776,100.2,38.79744,23.45682
12,8,0.0014999999999999,-0.0004,100.0,519.7073399999999,643.9854,1594.4826,1408.812,14.64924,21.65322,556.2102,2392.81608,9062.9898,1.3026,47.60502,525.0980999999999,2392.8060600000003,8144.696879999999,8.44686,0.03006,392.784,2392.776,100.2,38.76738,23.4969
12,9,-0.0029,-0.0001,100.0,519.7073399999999,643.6347000000001,1593.08982,1408.5114,14.64924,21.65322,555.97974,2392.8060600000003,9064.47276,1.3026,47.38458,525.2484000000001,2392.81608,8145.87924,8.42682,0.03006,391.782,2392.776,100.2,38.707260000000005,23.43678
12,10,0.0028,-0.0006,100.0,519.7073399999999,644.0956199999999,1595.2341,1409.92422,14.64924,21.65322,556.3104000000001,2392.8261,9062.05794,1.3026,47.6952,525.6692400000001,2392.83612,8143.3041,8.466899999999999,0.03006,393.786,2392.776,100.2,38.65716,23.52696
12,11,0.0014,-0.0002,100.0,519.7073399999999,644.1858,1594.95354,1410.85608,14.64924,21.65322,556.3905599999999,2392.8060600000003,9061.29642,1.3026,47.67516,526.0099200000001,2392.81608,8142.3522,8.45688,0.03006,394.788,2392.776,100.2,38.6271,23.547
12,12,-0.0012,0.0,100.0,519.7073399999999,644.04552,1593.6208800000002,1411.7178,14.64924,21.65322,556.2803399999999,2392.81608,9062.10804,1.3026,47.58498,526.17024,2392.81608,8142.0015,8.44686,0.03006,392.784,2392.776,100.2,38.577,23.51694
12,13,0.0009,-0.0005,100.0,519.7073399999999,644.3361,1595.84532,1412.9703000000002,14.64924,21.65322,556.53084,2392.8261,9060.9858,1.3026,47.77536,526.6512,2392.83612,8139.4464,8.476920000000002,0.03006,394.788,2392.776,100.2,38.51688,23.57706
12,14,-0.0006,-0.0001,100.0,519.7073399999999,644.2359,1594.51266,1413.74184,14.64924,21.65322,556.4105999999999,2392.8060600000003,9061.587,1.3026,47.6451,526.9718399999999,2392.8060600000003,8138.5446,8.45688,0.03006,393.786,2392.776,100.2,38.4768,23.55702
12,15,0.0021,-0.0004,100.0,519.7073399999999,644.50644,1596.29622,1414.88412,14.64924,21.65322,556.6610999999999,2392.81608,9059.85354,1.3026,47.82546,527.36262,2392.8261,8136.350219999999,8.48694,0.03006,395.79,2392.776,100.2,38.43672,23.61714
12,16,-0.0017,-0.0002,100.0,519.7073399999999,644.3862,1595.5848,1415.6656799999998,14.64924,21.65322,556.58094,2392.81608,9060.32448,1.3026,47.71524,527.6532,2392.81608,8135.899319999999,8.476920000000002,0.03006,394.788,2392.776,100.2,38.40666,23.5971
12,17,0.0006,0.0,100.0,519.7073399999999,644.6367,1597.10784,1416.73782,14.64924,21.65322,556.7913599999999,2392.8261,9059.1822,1.3026,47.88558,528.03396,2392.83612,8133.75504,8.49696,0.03006,395.79,2392.776,100.2,38.35656,23.6472
12,18,0.0013,-0.0003,100.0,519.7073399999999,644.7068399999999,1597.689,1417.48932,14.64924,21.65322,556.8615,2392.81608,9058.961759999998,1.3026,47.9457,528.2544,2392.8060600000003,8132.71296,8.50698,0.03006,396.792,2392.776,100.2,38.31648,23.66724
12,19,-0.001,9.999999999999996e-05,100.0,519.7073399999999,644.56656,1596.8874,1418.07048,14.64924,21.65322,556.7613,2392.8060600000003,9059.6331,1.3026,47.80542,528.5349600000001,2392.81608,8132.332200000001,8.48694,0.03006,395.79,2392.776,100.2,38.28642,23.63718
12,20,0.0026999999999999,-0.0004,100.0,519.7073399999999,644.8872,1598.47056,1419.14262,14.64924,21.65322,557.0118,2392.8261,9058.2804,1.3026,48.01584,528.9558,2392.8261,8130.2781,8.517,0.03006,396.792,2392.776,100.2,38.2263,23.70732
12,21,-0.0003,-0.0001,100.0,519.7073399999999,644.787,1597.8393,1419.82398,14.64924,21.65322,556.95168,2392.81608,9058.84152,1.3026,47.92566,529.2062999999999,2392.81608,8129.9274,8.50698,0.03006,395.79,2392.776,100.2,38.19624,23.68728
12,22,0.0019,-0.0003,100.0,519.7073399999999,645.05754,1599.22206,1420.8861,14.64924,21.65322,557.14206,2392.8261,9057.91968,1.3026,48.07596,529.57704,2392.8261,8128.10376,8.52702,0.03006,397.794,2392.776,100.2,38.15616,23.73738
12,23,-0.0007,0.0,100.0,519.7073399999999,644.94732,1598.60082,1421.61756,14.64924,21.65322,557.0719200000001,2392.81608,9058.41066,1.3026,47.97576,529.91772,2392.81608,8127.6228,8.517,0.03006,396.792,2392.776,100.2,38.1261,23.71734
12,24,0.0023,-0.0005,100.0,519.7073399999999,645.19782,1600.0737600000002,1422.67968,14.64924,21.65322,557.2623,2392.8261,9057.579,1.3026,48.12606,530.2584,2392.83612,8125.87932,8.53704,0.03006,397.794,2392.776,100.2,38.076,23.76744
12,25,0.0011,-0.0002,100.0,519.7073399999999,645.30804,1600.41444,1423.26084,14.64924,21.65322,557.3424600000001,2392.81608,9057.1782,1.3026,48.16614,530.59908,2392.8060600000003,8125.097760000001,8.54706,0.03006,398.796,2392.776,100.2,38.05596,23.78748
12,26,-0.0014,9.999999999999996e-05,100.0,519.7073399999999,645.1877999999999,1599.7931999999998,1424.1426,14.64924,21.65322,557.23224,2392.81608,9057.79944,1.3026,48.0459,530.87964,2392.81608,8124.6168,8.52702,0.03006,397.794,2392.776,100.2,38.0259,23.75742
12,27,0.0015999999999999,-0.0003,100.0,519.7073399999999,645.44832,1601.1459,1425.1947,14.64924,21.65322,557.4226199999999,2392.8261,9056.9778,1.3026,48.196200000000005,531.20028,2392.8261,8122.9635,8.55708,0.03006,398.796,2392.776,100.2,37.9758,23.81754
12,28,-0.0005,0.0,100.0,519.7073399999999,645.3380999999999,1600.60482,1425.90612,14.64924,21.65322,557.35248,2392.81608,9057.39864,1.3026,48.10602,531.50088,2392.81608,8122.4124,8.54706,0.03006,397.794,2392.776,100.2,37.955760000000005,23.7975
12,29,0.0022,-0.0004,100.0,519.7073399999999,645.5885999999999,1601.90742,1426.9481999999998,14.64924,21.65322,557.53284,2392.8261,9056.577,1.3026,48.25632,531.8616,2392.83612,8120.82924,8.5671,0.03006,399.798,2392.776,100.2,37.91568,23.8476
12,30,-0.0009,-0.0001,100.0,519.7073399999999,645.4884000000001,1601.2962,1427.6696399999998,14.64924,21.65322,557.47272,2392.81608,9057.03792,1.3026,48.15612,532.12212,2392.81608,8120.3082,8.55708,0.03006,398.796,2392.776,100.2,37.88562,23.82756
12,31,0.0025,-0.0005,100.0,519.7073399999999,645.74892,1602.57876,1428.71172,14.64924,21.65322,557.6631,2392.8261,9056.2764,1.3026,48.30642,532.4628,2392.8261,8118.805200000001,8.57712,0.03006,399.798,2392.776,100.2,37.83552,23.87766
12,32,0.0007999999999999,-0.0002,100.0,519.7073399999999,645.8390999999999,1602.8994,1429.353,14.64924,21.65322,557.73324,2392.81608,9055.95576,1.3026,48.3465,532.7634,2392.8060600000003,8118.08376,8.58714,0.03006,400.8,2392.776,100.2,37.80546,23.8977
12,33,-0.0015,0.0,100.0,519.7073399999999,645.71886,1602.25812,1430.21472,14.64924,21.65322,557.6330399999999,2392.81608,9056.49684,1.3026,48.23628,533.04396,2392.81608,8117.642879999999,8.5671,0.03006,399.798,2392.776,100.2,37.775400000000005,23.86764
12,34,0.0017,-0.0003,100.0,519.7073399999999,645.9693599999999,1603.5005999999998,1431.26682,14.64924,21.65322,557.8134,2392.8261,9055.70526,1.3026,48.38658,533.40468,2392.8261,8116.179959999999,8.59716,0.03006,400.8,2392.776,100.2,37.73532,23.92776
12,35,-0.0006,-0.0001,100.0,519.7073399999999,645.8691600000001,1603.01964,1431.97824,14.64924,21.65322,557.75328,2392.81608,9056.08602,1.3026,48.28638,533.68524,2392.81608,8115.7491,8.58714,0.03006,399.798,2392.776,100.2,37.70526,23.90772
