unit_nr,time_cycles,op_setting_1,op_setting_2,op_setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
1,15,0.0018,-0.0002,100.0,518.67,642.976,1591.862,1410.014,14.62,21.61,555.3439999999999,2388.038,9043.079999999998,1.3,47.606,525.582,2388.0440000000003,8123.492,8.447999999999999,0.03,393.6,2388.0,100.0,38.45,23.516000000000002
1,16,-0.002,0.0,100.0,518.67,643.0160000000001,1591.9879999999998,1410.9740000000002,14.62,21.61,555.382,2388.04,9042.886,1.3,47.614,525.91,2388.044,8122.204000000001,8.452000000000002,0.03,393.6,2388.0,100.0,38.406,23.526000000000003
1,17,0.0003,0.0002,100.0,518.67,643.134,1592.684,1411.976,14.62,21.61,555.484,2388.042,9042.302,1.3,47.67399999999999,526.2819999999999,2388.0480000000002,8120.558,8.462,0.03,394.2,2388.0,100.0,38.362,23.552
1,18,0.001,-0.0001,100.0,518.67,643.208,1593.0520000000001,1412.878,14.62,21.61,555.55,2388.04,9041.898,1.3,47.708,526.6020000000001,2388.042,8119.214,8.468,0.03,394.6,2388.0,100.0,38.322,23.57
1,19,-0.0013,0.0003,100.0,518.67,643.274,1593.5260000000003,1413.7419999999997,14.62,21.61,555.62,2388.04,9041.508,1.3,47.739999999999995,526.914,2388.0440000000003,8117.973999999999,8.474,0.03,395.0,2388.0,100.0,38.284000000000006,23.586000000000002
1,20,0.0024,-0.0002,100.0,518.67,643.35,1593.96,1414.592,14.62,21.61,555.6899999999999,2388.0420000000004,9041.194,1.3,47.778,527.232,2388.044,8116.762,8.48,0.03,395.2,2388.0,100.0,38.242,23.604000000000003
1,21,-0.0006,0.0001,100.0,518.67,643.43,1594.41,1415.422,14.62,21.61,555.764,2388.042,9040.898,1.3,47.82,527.542,2388.0440000000003,8115.57,8.486,0.03,395.4,2388.0,100.0,38.2,23.622
1,22,0.0016,-0.0001,100.0,518.67,643.5139999999999,1594.8319999999999,1416.25,14.62,21.61,555.8340000000001,2388.0420000000004,9040.645999999999,1.3,47.858,527.85,2388.042,8114.442,8.492,0.03,395.8,2388.0,100.0,38.160000000000004,23.64
1,23,-0.001,0.0002,100.0,518.67,643.562,1595.0140000000001,1417.074,14.62,21.61,555.876,2388.042,9040.536,1.3,47.864,528.182,2388.0440000000003,8113.426000000001,8.494,0.03,395.8,2388.0,100.0,38.122,23.65
1,24,0.002,-0.0003,100.0,518.67,643.688,1595.65,1417.994,14.62,21.61,555.976,2388.0460000000003,9040.126,1.3,47.928,528.5260000000001,2388.048,8112.138000000001,8.504,0.03,396.2,2388.0,100.0,38.08,23.676
1,25,0.0008,0.0,100.0,518.67,643.772,1596.038,1418.816,14.62,21.61,556.042,2388.0440000000003,9039.905999999999,1.3,47.958,528.854,2388.0440000000003,8111.103999999999,8.51,0.03,396.6,2388.0,100.0,38.046,23.692
1,26,-0.0017,0.0003,100.0,518.67,643.852,1596.428,1419.678,14.62,21.61,556.098,2388.044,9039.698,1.3,47.982,529.188,2388.044,8110.044,8.514,0.03,397.0,2388.0,100.0,38.012,23.706
1,27,0.0013,-0.0001,100.0,518.67,643.93,1596.8120000000001,1420.538,14.62,21.61,556.154,2388.0440000000003,9039.509999999998,1.3,48.00600000000001,529.5120000000001,2388.0440000000003,8109.018000000001,8.52,0.03,397.2,2388.0,100.0,37.976,23.722
1,28,-0.0008,0.0002,100.0,518.67,644.008,1597.212,1421.394,14.62,21.61,556.21,2388.044,9039.308,1.3,48.032000000000004,529.8280000000001,2388.044,8107.978,8.526,0.03,397.4,2388.0,100.0,37.942,23.738
1,29,0.0019,-0.0002,100.0,518.67,644.086,1597.578,1422.2459999999999,14.62,21.61,556.2639999999999,2388.0440000000003,9039.108,1.3,48.058,530.148,2388.0440000000003,8106.969999999999,8.532,0.03,397.8,2388.0,100.0,37.910000000000004,23.754
1,30,-0.0012,0.0001,100.0,518.67,644.122,1597.7540000000001,1423.1259999999997,14.62,21.61,556.29,2388.044,9039.08,1.3,48.056,530.452,2388.046,8106.014,8.534,0.03,397.8,2388.0,100.0,37.876000000000005,23.762
1,31,0.0022,-0.0003,100.0,518.67,644.234,1598.31,1424.038,14.62,21.61,556.376,2388.046,9038.776000000002,1.3,48.108000000000004,530.768,2388.0480000000002,8104.854000000001,8.544,0.03,398.2,2388.0,100.0,37.838,23.786
1,32,0.0005,0.0,100.0,518.67,644.312,1598.66,1424.868,14.62,21.61,556.438,2388.0440000000003,9038.572,1.3,48.138,531.0799999999999,2388.044,8103.88,8.55,0.03,398.6,2388.0,100.0,37.804,23.802
1,33,-0.0018,0.0002,100.0,518.67,644.388,1598.99,1425.7279999999998,14.62,21.61,556.4939999999999,2388.0440000000003,9038.392,1.3,48.164,531.388,2388.0440000000003,8102.928,8.554,0.03,399.0,2388.0,100.0,37.768,23.816000000000003
1,34,0.0014,-0.0001,100.0,518.67,644.4639999999999,1599.3079999999998,1426.59,14.62,21.61,556.55,2388.0440000000003,9038.217999999999,1.3,48.19,531.696,2388.042,8102.0,8.559999999999999,0.03,399.2,2388.0,100.0,37.732,23.832
1,35,-0.0009,0.0001,100.0,518.67,644.5400000000001,1599.652,1427.4499999999998,14.62,21.61,556.606,2388.0440000000003,9038.028,1.3,48.215999999999994,532.008,2388.0420000000004,8101.089999999999,8.565999999999999,0.03,399.4,2388.0,100.0,37.696,23.848
