unit_nr,time_cycles,op_setting_1,op_setting_2,op_setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
1,12,-0.0015,0.0002,100.0,518.67,642.76,1590.44,1408.90,14.62,21.61,555.17,2388.04,9044.02,1.30,47.49,525.12,2388.04,8125.75,8.43,0.03,392,2388,100.00,38.50,23.47
1,13,0.0006,-0.0003,100.0,518.67,643.05,1592.66,1410.15,14.62,21.61,555.42,2388.05,9042.90,1.30,47.68,525.60,2388.06,8123.20,8.46,0.03,394,2388,100.00,38.44,23.53
1,14,-0.0009,0.0001,100.0,518.67,642.95,1591.33,1410.92,14.62,21.61,555.30,2388.03,9043.50,1.30,47.55,525.92,2388.03,8122.30,8.44,0.03,393,2388,100.00,38.40,23.51
1,15,0.0018,-0.0002,100.0,518.67,643.22,1593.11,1412.06,14.62,21.61,555.55,2388.04,9041.77,1.30,47.73,526.31,2388.05,8120.11,8.47,0.03,395,2388,100.00,38.36,23.57
1,16,-0.0020,0.0000,100.0,518.67,643.10,1592.40,1412.84,14.62,21.61,555.47,2388.04,9042.24,1.30,47.62,526.60,2388.04,8119.66,8.46,0.03,394,2388,100.00,38.33,23.55
1,17,0.0003,0.0002,100.0,518.67,643.35,1593.92,1413.91,14.62,21.61,555.68,2388.05,9041.10,1.30,47.79,526.98,2388.06,8117.52,8.48,0.03,395,2388,100.00,38.28,23.60
1,18,0.0010,-0.0001,100.0,518.67,643.42,1594.50,1414.66,14.62,21.61,555.75,2388.04,9040.88,1.30,47.85,527.20,2388.03,8116.48,8.49,0.03,396,2388,100.00,38.24,23.62
1,19,-0.0013,0.0003,100.0,518.67,643.28,1593.70,1415.24,14.62,21.61,555.65,2388.03,9041.55,1.30,47.71,527.48,2388.04,8116.10,8.47,0.03,395,2388,100.00,38.21,23.59
1,20,0.0024,-0.0002,100.0,518.67,643.60,1595.28,1416.31,14.62,21.61,555.90,2388.05,9040.20,1.30,47.92,527.90,2388.05,8114.05,8.50,0.03,396,2388,100.00,38.15,23.66
1,21,-0.0006,0.0001,100.0,518.67,643.50,1594.65,1416.99,14.62,21.61,555.84,2388.04,9040.76,1.30,47.83,528.15,2388.04,8113.70,8.49,0.03,395,2388,100.00,38.12,23.64
1,22,0.0016,-0.0001,100.0,518.67,643.77,1596.03,1418.05,14.62,21.61,556.03,2388.05,9039.84,1.30,47.98,528.52,2388.05,8111.88,8.51,0.03,397,2388,100.00,38.08,23.69
1,23,-0.0010,0.0002,100.0,518.67,643.66,1595.41,1418.78,14.62,21.61,555.96,2388.04,9040.33,1.30,47.88,528.86,2388.04,8111.40,8.50,0.03,396,2388,100.00,38.05,23.67
1,24,0.0020,-0.0003,100.0,518.67,643.91,1596.88,1419.84,14.62,21.61,556.15,2388.05,9039.50,1.30,48.03,529.20,2388.06,8109.66,8.52,0.03,397,2388,100.00,38.00,23.72
1,25,0.0008,0.0000,100.0,518.67,644.02,1597.22,1420.42,14.62,21.61,556.23,2388.04,9039.10,1.30,48.07,529.54,2388.03,8108.88,8.53,0.03,398,2388,100.00,37.98,23.74
1,26,-0.0017,0.0003,100.0,518.67,643.90,1596.60,1421.30,14.62,21.61,556.12,2388.04,9039.72,1.30,47.95,529.82,2388.04,8108.40,8.51,0.03,397,2388,100.00,37.95,23.71
1,27,0.0013,-0.0001,100.0,518.67,644.16,1597.95,1422.35,14.62,21.61,556.31,2388.05,9038.90,1.30,48.10,530.14,2388.05,8106.75,8.54,0.03,398,2388,100.00,37.90,23.77
1,28,-0.0008,0.0002,100.0,518.67,644.05,1597.41,1423.06,14.62,21.61,556.24,2388.04,9039.32,1.30,48.01,530.44,2388.04,8106.20,8.53,0.03,397,2388,100.00,37.88,23.75
1,29,0.0019,-0.0002,100.0,518.67,644.30,1598.71,1424.10,14.62,21.61,556.42,2388.05,9038.50,1.30,48.16,530.80,2388.06,8104.62,8.55,0.03,399,2388,100.00,37.84,23.80
1,30,-0.0012,0.0001,100.0,518.67,644.20,1598.10,1424.82,14.62,21.61,556.36,2388.04,9038.96,1.30,48.06,531.06,2388.04,8104.10,8.54,0.03,398,2388,100.00,37.81,23.78
1,31,0.0022,-0.0003,100.0,518.67,644.46,1599.38,1425.86,14.62,21.61,556.55,2388.05,9038.20,1.30,48.21,531.40,2388.05,8102.60,8.56,0.03,399,2388,100.00,37.76,23.83
1,32,0.0005,0.0000,100.0,518.67,644.55,1599.70,1426.50,14.62,21.61,556.62,2388.04,9037.88,1.30,48.25,531.70,2388.03,8101.88,8.57,0.03,400,2388,100.00,37.73,23.85
1,33,-0.0018,0.0002,100.0,518.67,644.43,1599.06,1427.36,14.62,21.61,556.52,2388.04,9038.42,1.30,48.14,531.98,2388.04,8101.44,8.55,0.03,399,2388,100.00,37.70,23.82
1,34,0.0014,-0.0001,100.0,518.67,644.68,1600.30,1428.41,14.62,21.61,556.70,2388.05,9037.63,1.30,48.29,532.34,2388.05,8099.98,8.58,0.03,400,2388,100.00,37.66,23.88
1,35,-0.0009,0.0001,100.0,518.67,644.58,1599.82,1429.12,14.62,21.61,556.64,2388.04,9038.01,1.30,48.19,532.62,2388.04,8099.55,8.57,0.03,399,2388,100.00,37.63,23.86
